user_id,category,suggested_amount,actual_amount,month
28,Leisure,97.91,0,2024-12
28,Education,32.64,0,2024-12
28,Other,48.96,0,2024-12
28,Food,81.59,0,2025-01
28,Travel,65.28,0,2025-01
28,Leisure,97.91,0,2025-01
28,Education,32.64,0,2025-01
28,Other,48.96,0,2025-01
29,Food,258.12,0,2024-08
29,Travel,206.49,0,2024-08
29,Leisure,309.74,0,2024-08
29,Education,103.25,0,2024-08
29,Other,154.87,0,2024-08
29,Food,258.12,0,2024-09
29,Travel,206.49,0,2024-09
29,Leisure,309.74,0,2024-09
29,Education,103.25,0,2024-09
29,Other,154.87,0,2024-09
29,Food,258.12,0,2024-10
29,Travel,206.49,0,2024-10
29,Leisure,309.74,0,2024-10
29,Education,103.25,0,2024-10
29,Other,154.87,0,2024-10
29,Food,258.12,0,2024-11
29,Travel,206.49,0,2024-11
29,Leisure,309.74,0,2024-11
29,Education,103.25,0,2024-11
29,Other,154.87,0,2024-11
29,Food,258.12,0,2024-12
29,Travel,206.49,0,2024-12
29,Leisure,309.74,0,2024-12
29,Education,103.25,0,2024-12
29,Other,154.87,0,2024-12
29,Food,258.12,0,2025-01
29,Travel,206.49,0,2025-01
29,Leisure,309.74,0,2025-01
29,Education,103.25,0,2025-01
29,Other,154.87,0,2025-01
30,Food,577.59,0,2024-08
30,Travel,462.07,0,2024-08
30,Leisure,693.1,0,2024-08
30,Education,231.03,0,2024-08
30,Other,346.55,0,2024-08
30,Food,577.59,0,2024-09
30,Travel,462.07,0,2024-09
30,Leisure,693.1,0,2024-09
30,Education,231.03,0,2024-09
30,Other,346.55,0,2024-09
30,Food,577.59,0,2024-10
30,Travel,462.07,0,2024-10
30,Leisure,693.1,0,2024-10
30,Education,231.03,0,2024-10
30,Other,346.55,0,2024-10
30,Food,577.59,0,2024-11
30,Travel,462.07,0,2024-11
30,Leisure,693.1,0,2024-11
30,Education,231.03,0,2024-11
30,Other,346.55,0,2024-11
30,Food,577.59,0,2024-12
30,Travel,462.07,0,2024-12
30,Leisure,693.1,0,2024-12
30,Education,231.03,0,2024-12
30,Other,346.55,0,2024-12
30,Food,577.59,0,2025-01
30,Travel,462.07,0,2025-01
30,Leisure,693.1,0,2025-01
30,Education,231.03,0,2025-01
30,Other,346.55,0,2025-01
31,Food,997.56,0,2024-08
31,Travel,332.52,0,2024-08
31,Leisure,831.3,0,2024-08
31,Education,498.78,0,2024-08
31,Other,665.04,0,2024-08
31,Food,997.56,0,2024-09
31,Travel,332.52,0,2024-09
31,Leisure,831.3,0,2024-09
31,Education,498.78,0,2024-09
31,Other,665.04,0,2024-09
31,Food,997.56,0,2024-10
31,Travel,332.52,0,2024-10
31,Leisure,831.3,0,2024-10
31,Education,498.78,0,2024-10
31,Other,665.04,0,2024-10
31,Food,997.56,0,2024-11
31,Travel,332.52,0,2024-11
31,Leisure,831.3,0,2024-11
31,Education,498.78,0,2024-11
31,Other,665.04,0,2024-11
31,Food,997.56,0,2024-12
31,Travel,332.52,0,2024-12
31,Leisure,831.3,0,2024-12
31,Education,498.78,0,2024-12
31,Other,665.04,0,2024-12
31,Food,997.56,0,2025-01
31,Travel,332.52,0,2025-01
31,Leisure,831.3,0,2025-01
31,Education,498.78,0,2025-01
31,Other,665.04,0,2025-01
32,Food,1715.95,0,2024-08
32,Travel,571.98,0,2024-08
32,Leisure,1429.96,0,2024-08
32,Education,857.97,0,2024-08
32,Other,1143.97,0,2024-08
32,Food,1715.95,0,2024-09
32,Travel,571.98,0,2024-09
32,Leisure,1429.96,0,2024-09
32,Education,857.97,0,2024-09
32,Other,1143.97,0,2024-09
32,Food,1715.95,0,2024-10
32,Travel,571.98,0,2024-10
32,Leisure,1429.96,0,2024-10
32,Education,857.97,0,2024-10
32,Other,1143.97,0,2024-10
32,Food,1715.95,0,2024-11
32,Travel,571.98,0,2024-11
32,Leisure,1429.96,0,2024-11
32,Education,857.97,0,2024-11
32,Other,1143.97,0,2024-11
32,Food,1715.95,0,2024-12
32,Travel,571.98,0,2024-12
32,Leisure,1429.96,0,2024-12
32,Education,857.97,0,2024-12
32,Other,1143.97,0,2024-12
32,Food,1715.95,0,2025-01
32,Travel,571.98,0,2025-01
32,Leisure,1429.96,0,2025-01
32,Education,857.97,0,2025-01
32,Other,1143.97,0,2025-01
33,Food,1685.23,0,2024-08
33,Travel,561.75,0,2024-08
33,Leisure,1404.36,0,2024-08
33,Education,842.62,0,2024-08
33,Other,1123.49,0,2024-08
33,Food,1685.23,0,2024-09
33,Travel,561.75,0,2024-09
33,Leisure,1404.36,0,2024-09
33,Education,842.62,0,2024-09
33,Other,1123.49,0,2024-09
33,Food,1685.23,0,2024-10
33,Travel,561.75,0,2024-10
33,Leisure,1404.36,0,2024-10
33,Education,842.62,0,2024-10
33,Other,1123.49,0,2024-10
33,Food,1685.23,0,2024-11
33,Travel,561.75,0,2024-11
33,Leisure,1404.36,0,2024-11
33,Education,842.62,0,2024-11
33,Other,1123.49,0,2024-11
33,Food,1685.23,0,2024-12
33,Travel,561.75,0,2024-12
33,Leisure,1404.36,0,2024-12
33,Education,842.62,0,2024-12
33,Other,1123.49,0,2024-12
33,Food,1685.23,0,2025-01
33,Travel,561.75,0,2025-01
33,Leisure,1404.36,0,2025-01
33,Education,842.62,0,2025-01
33,Other,1123.49,0,2025-01
34,Food,1323.04,0,2024-08
34,Travel,441.01,0,2024-08
34,Leisure,1102.53,0,2024-08
34,Education,661.52,0,2024-08
34,Other,882.02,0,2024-08
34,Food,1323.04,0,2024-09
34,Travel,441.01,0,2024-09
34,Leisure,1102.53,0,2024-09
34,Education,661.52,0,2024-09
34,Other,882.02,0,2024-09
34,Food,1323.04,0,2024-10
34,Travel,441.01,0,2024-10
34,Leisure,1102.53,0,2024-10
34,Education,661.52,0,2024-10
34,Other,882.02,0,2024-10
34,Food,1323.04,0,2024-11
34,Travel,441.01,0,2024-11
34,Leisure,1102.53,0,2024-11
34,Education,661.52,0,2024-11
34,Other,882.02,0,2024-11
34,Food,1323.04,0,2024-12
34,Travel,441.01,0,2024-12
34,Leisure,1102.53,0,2024-12
34,Education,661.52,0,2024-12
34,Other,882.02,0,2024-12
34,Food,1323.04,0,2025-01
34,Travel,441.01,0,2025-01
34,Leisure,1102.53,0,2025-01
34,Education,661.52,0,2025-01
34,Other,882.02,0,2025-01
35,Food,1546.49,0,2024-08
35,Travel,515.5,0,2024-08
35,Leisure,1288.74,0,2024-08
35,Education,773.25,0,2024-08
35,Other,1030.99,0,2024-08
35,Food,1546.49,0,2024-09
35,Travel,515.5,0,2024-09
35,Leisure,1288.74,0,2024-09
35,Education,773.25,0,2024-09
35,Other,1030.99,0,2024-09
35,Food,1546.49,0,2024-10
35,Travel,515.5,0,2024-10
35,Leisure,1288.74,0,2024-10
35,Education,773.25,0,2024-10
35,Other,1030.99,0,2024-10
35,Food,1546.49,0,2024-11
35,Travel,515.5,0,2024-11
35,Leisure,1288.74,0,2024-11
35,Education,773.25,0,2024-11
35,Other,1030.99,0,2024-11
35,Food,1546.49,0,2024-12
35,Travel,515.5,0,2024-12
35,Leisure,1288.74,0,2024-12
35,Education,773.25,0,2024-12
35,Other,1030.99,0,2024-12
35,Food,1546.49,0,2025-01
35,Travel,515.5,0,2025-01
35,Leisure,1288.74,0,2025-01
35,Education,773.25,0,2025-01
35,Other,1030.99,0,2025-01
36,Food,899.87,0,2024-08
36,Travel,299.96,0,2024-08
36,Leisure,749.89,0,2024-08
36,Education,449.94,0,2024-08
36,Other,599.91,0,2024-08
36,Food,899.87,0,2024-09
36,Travel,299.96,0,2024-09
36,Leisure,749.89,0,2024-09
36,Education,449.94,0,2024-09
36,Other,599.91,0,2024-09
36,Food,899.87,0,2024-10
36,Travel,299.96,0,2024-10
36,Leisure,749.89,0,2024-10
36,Education,449.94,0,2024-10
36,Other,599.91,0,2024-10
36,Food,899.87,0,2024-11
36,Travel,299.96,0,2024-11
36,Leisure,749.89,0,2024-11
36,Education,449.94,0,2024-11
36,Other,599.91,0,2024-11
36,Food,899.87,0,2024-12
36,Travel,299.96,0,2024-12
36,Leisure,749.89,0,2024-12
36,Education,449.94,0,2024-12
36,Other,599.91,0,2024-12
36,Food,899.87,0,2025-01
36,Travel,299.96,0,2025-01
36,Leisure,749.89,0,2025-01
36,Education,449.94,0,2025-01
36,Other,599.91,0,2025-01
37,Food,926.63,0,2024-08
37,Travel,308.88,0,2024-08
37,Leisure,772.19,0,2024-08
37,Education,463.32,0,2024-08
37,Other,617.75,0,2024-08
37,Food,926.63,0,2024-09
37,Travel,308.88,0,2024-09
37,Leisure,772.19,0,2024-09
37,Education,463.32,0,2024-09
37,Other,617.75,0,2024-09
37,Food,926.63,0,2024-10
37,Travel,308.88,0,2024-10
37,Leisure,772.19,0,2024-10
37,Education,463.32,0,2024-10
37,Other,617.75,0,2024-10
37,Food,926.63,0,2024-11
37,Travel,308.88,0,2024-11
37,Leisure,772.19,0,2024-11
37,Education,463.32,0,2024-11
37,Other,617.75,0,2024-11
37,Food,926.63,0,2024-12
37,Travel,308.88,0,2024-12
37,Leisure,772.19,0,2024-12
37,Education,463.32,0,2024-12
37,Other,617.75,0,2024-12
37,Food,926.63,0,2025-01
37,Travel,308.88,0,2025-01
37,Leisure,772.19,0,2025-01
37,Education,463.32,0,2025-01
37,Other,617.75,0,2025-01
38,Food,1201.89,0,2024-08
38,Travel,400.63,0,2024-08
38,Leisure,1001.58,0,2024-08
38,Education,600.95,0,2024-08
38,Other,801.26,0,2024-08
38,Food,1201.89,0,2024-09
38,Travel,400.63,0,2024-09
38,Leisure,1001.58,0,2024-09
38,Education,600.95,0,2024-09
38,Other,801.26,0,2024-09
38,Food,1201.89,0,2024-10
38,Travel,400.63,0,2024-10
38,Leisure,1001.58,0,2024-10
38,Education,600.95,0,2024-10
38,Other,801.26,0,2024-10
38,Food,1201.89,0,2024-11
38,Travel,400.63,0,2024-11
38,Leisure,1001.58,0,2024-11
38,Education,600.95,0,2024-11
38,Other,801.26,0,2024-11
38,Food,1201.89,0,2024-12
38,Travel,400.63,0,2024-12
38,Leisure,1001.58,0,2024-12
38,Education,600.95,0,2024-12
38,Other,801.26,0,2024-12
38,Food,1201.89,0,2025-01
38,Travel,400.63,0,2025-01
38,Leisure,1001.58,0,2025-01
38,Education,600.95,0,2025-01
38,Other,801.26,0,2025-01
39,Food,88.59,0,2024-08
39,Travel,29.53,0,2024-08
39,Leisure,73.82,0,2024-08
39,Education,44.29,0,2024-08
39,Other,59.06,0,2024-08
39,Food,88.59,0,2024-09
39,Travel,29.53,0,2024-09
39,Leisure,73.82,0,2024-09
39,Education,44.29,0,2024-09
39,Other,59.06,0,2024-09
39,Food,88.59,0,2024-10
39,Travel,29.53,0,2024-10
39,Leisure,73.82,0,2024-10
39,Education,44.29,0,2024-10
39,Other,59.06,0,2024-10
39,Food,88.59,0,2024-11
39,Travel,29.53,0,2024-11
39,Leisure,73.82,0,2024-11
39,Education,44.29,0,2024-11
39,Other,59.06,0,2024-11
39,Food,88.59,0,2024-12
39,Travel,29.53,0,2024-12
39,Leisure,73.82,0,2024-12
39,Education,44.29,0,2024-12
39,Other,59.06,0,2024-12
39,Food,88.59,0,2025-01
39,Travel,29.53,0,2025-01
39,Leisure,73.82,0,2025-01
39,Education,44.29,0,2025-01
39,Other,59.06,0,2025-01
40,Food,1391.24,0,2024-08
40,Travel,463.75,0,2024-08
40,Leisure,1159.37,0,2024-08
40,Education,695.62,0,2024-08
40,Other,927.49,0,2024-08
40,Food,1391.24,0,2024-09
40,Travel,463.75,0,2024-09
40,Leisure,1159.37,0,2024-09
40,Education,695.62,0,2024-09
40,Other,927.49,0,2024-09
40,Food,1391.24,0,2024-10
40,Travel,463.75,0,2024-10
40,Leisure,1159.37,0,2024-10
40,Education,695.62,0,2024-10
40,Other,927.49,0,2024-10
40,Food,1391.24,0,2024-11
40,Travel,463.75,0,2024-11
40,Leisure,1159.37,0,2024-11
40,Education,695.62,0,2024-11
40,Other,927.49,0,2024-11
40,Food,1391.24,0,2024-12
40,Travel,463.75,0,2024-12
40,Leisure,1159.37,0,2024-12
40,Education,695.62,0,2024-12
40,Other,927.49,0,2024-12
40,Food,1391.24,0,2025-01
40,Travel,463.75,0,2025-01
40,Leisure,1159.37,0,2025-01
40,Education,695.62,0,2025-01
40,Other,927.49,0,2025-01
41,Food,696.0,0,2024-08
41,Travel,417.6,0,2024-08
41,Leisure,556.8,0,2024-08
41,Education,556.8,0,2024-08
41,Other,556.8,0,2024-08
41,Food,696.0,0,2024-09
41,Travel,417.6,0,2024-09
41,Leisure,556.8,0,2024-09
41,Education,556.8,0,2024-09
41,Other,556.8,0,2024-09
41,Food,696.0,0,2024-10
41,Travel,417.6,0,2024-10
41,Leisure,556.8,0,2024-10
41,Education,556.8,0,2024-10
41,Other,556.8,0,2024-10
41,Food,696.0,0,2024-11
41,Travel,417.6,0,2024-11
41,Leisure,556.8,0,2024-11
41,Education,556.8,0,2024-11
41,Other,556.8,0,2024-11
41,Food,696.0,0,2024-12
41,Travel,417.6,0,2024-12
41,Leisure,556.8,0,2024-12
41,Education,556.8,0,2024-12
41,Other,556.8,0,2024-12
41,Food,696.0,0,2025-01
41,Travel,417.6,0,2025-01
41,Leisure,556.8,0,2025-01
41,Education,556.8,0,2025-01
41,Other,556.8,0,2025-01
42,Food,37.5,0,2024-08
42,Travel,22.5,0,2024-08
42,Leisure,30.0,0,2024-08
42,Education,30.0,0,2024-08
42,Other,30.0,0,2024-08
42,Food,37.5,0,2024-09
42,Travel,22.5,0,2024-09
42,Leisure,30.0,0,2024-09
42,Education,30.0,0,2024-09
42,Other,30.0,0,2024-09
42,Food,37.5,0,2024-10
42,Travel,22.5,0,2024-10
42,Leisure,30.0,0,2024-10
42,Education,30.0,0,2024-10
42,Other,30.0,0,2024-10
42,Food,37.5,0,2024-11
42,Travel,22.5,0,2024-11
42,Leisure,30.0,0,2024-11
42,Education,30.0,0,2024-11
42,Other,30.0,0,2024-11
42,Food,37.5,0,2024-12
42,Travel,22.5,0,2024-12
42,Leisure,30.0,0,2024-12
42,Education,30.0,0,2024-12
42,Other,30.0,0,2024-12
42,Food,37.5,0,2025-01
42,Travel,22.5,0,2025-01
42,Leisure,30.0,0,2025-01
42,Education,30.0,0,2025-01
42,Other,30.0,0,2025-01
43,Food,1037.94,0,2024-08
43,Travel,622.77,0,2024-08
43,Leisure,830.36,0,2024-08
43,Education,830.36,0,2024-08
43,Other,830.36,0,2024-08
43,Food,1037.94,0,2024-09
43,Travel,622.77,0,2024-09
43,Leisure,830.36,0,2024-09
43,Education,830.36,0,2024-09
43,Other,830.36,0,2024-09
43,Food,1037.94,0,2024-10
43,Travel,622.77,0,2024-10
43,Leisure,830.36,0,2024-10
43,Education,830.36,0,2024-10
43,Other,830.36,0,2024-10
43,Food,1037.94,0,2024-11
43,Travel,622.77,0,2024-11
43,Leisure,830.36,0,2024-11
43,Education,830.36,0,2024-11
43,Other,830.36,0,2024-11
43,Food,1037.94,0,2024-12
43,Travel,622.77,0,2024-12
43,Leisure,830.36,0,2024-12
43,Education,830.36,0,2024-12
43,Other,830.36,0,2024-12
43,Food,1037.94,0,2025-01
43,Travel,622.77,0,2025-01
43,Leisure,830.36,0,2025-01
43,Education,830.36,0,2025-01
43,Other,830.36,0,2025-01
44,Food,1274.64,0,2024-08
44,Travel,764.78,0,2024-08
44,Leisure,1019.71,0,2024-08
44,Education,1019.71,0,2024-08
44,Other,1019.71,0,2024-08
44,Food,1274.64,0,2024-09
44,Travel,764.78,0,2024-09
44,Leisure,1019.71,0,2024-09
44,Education,1019.71,0,2024-09
44,Other,1019.71,0,2024-09
44,Food,1274.64,0,2024-10
44,Travel,764.78,0,2024-10
44,Leisure,1019.71,0,2024-10
44,Education,1019.71,0,2024-10
44,Other,1019.71,0,2024-10
44,Food,1274.64,0,2024-11
44,Travel,764.78,0,2024-11
44,Leisure,1019.71,0,2024-11
44,Education,1019.71,0,2024-11
44,Other,1019.71,0,2024-11
44,Food,1274.64,0,2024-12
44,Travel,764.78,0,2024-12
44,Leisure,1019.71,0,2024-12
44,Education,1019.71,0,2024-12
44,Other,1019.71,0,2024-12
44,Food,1274.64,0,2025-01
44,Travel,764.78,0,2025-01
44,Leisure,1019.71,0,2025-01
44,Education,1019.71,0,2025-01
44,Other,1019.71,0,2025-01
45,Food,1057.08,0,2024-08
45,Travel,634.25,0,2024-08
45,Leisure,845.66,0,2024-08
45,Education,845.66,0,2024-08
45,Other,845.66,0,2024-08
45,Food,1057.08,0,2024-09
45,Travel,634.25,0,2024-09
45,Leisure,845.66,0,2024-09
45,Education,845.66,0,2024-09
45,Other,845.66,0,2024-09
45,Food,1057.08,0,2024-10
45,Travel,634.25,0,2024-10
45,Leisure,845.66,0,2024-10
45,Education,845.66,0,2024-10
45,Other,845.66,0,2024-10
45,Food,1057.08,0,2024-11
45,Travel,634.25,0,2024-11
45,Leisure,845.66,0,2024-11
45,Education,845.66,0,2024-11
45,Other,845.66,0,2024-11
45,Food,1057.08,0,2024-12
45,Travel,634.25,0,2024-12
45,Leisure,845.66,0,2024-12
45,Education,845.66,0,2024-12
45,Other,845.66,0,2024-12
45,Food,1057.08,0,2025-01
45,Travel,634.25,0,2025-01
45,Leisure,845.66,0,2025-01
45,Education,845.66,0,2025-01
45,Other,845.66,0,2025-01
46,Food,1677.75,0,2024-08
46,Travel,1006.65,0,2024-08
46,Leisure,1342.2,0,2024-08
46,Education,1342.2,0,2024-08
46,Other,1342.2,0,2024-08
46,Food,1677.75,0,2024-09
46,Travel,1006.65,0,2024-09
46,Leisure,1342.2,0,2024-09
46,Education,1342.2,0,2024-09
46,Other,1342.2,0,2024-09
46,Food,1677.75,0,2024-10
46,Travel,1006.65,0,2024-10
46,Leisure,1342.2,0,2024-10
46,Education,1342.2,0,2024-10
46,Other,1342.2,0,2024-10
46,Food,1677.75,0,2024-11
46,Travel,1006.65,0,2024-11
46,Leisure,1342.2,0,2024-11
46,Education,1342.2,0,2024-11
46,Other,1342.2,0,2024-11
46,Food,1677.75,0,2024-12
46,Travel,1006.65,0,2024-12
46,Leisure,1342.2,0,2024-12
46,Education,1342.2,0,2024-12
46,Other,1342.2,0,2024-12
46,Food,1677.75,0,2025-01
46,Travel,1006.65,0,2025-01
46,Leisure,1342.2,0,2025-01
46,Education,1342.2,0,2025-01
46,Other,1342.2,0,2025-01
47,Food,766.27,0,2024-08
47,Travel,459.76,0,2024-08
47,Leisure,613.01,0,2024-08
47,Education,613.01,0,2024-08
47,Other,613.01,0,2024-08
47,Food,766.27,0,2024-09
47,Travel,459.76,0,2024-09
47,Leisure,613.01,0,2024-09
47,Education,613.01,0,2024-09
47,Other,613.01,0,2024-09
47,Food,766.27,0,2024-10
47,Travel,459.76,0,2024-10
47,Leisure,613.01,0,2024-10
47,Education,613.01,0,2024-10
47,Other,613.01,0,2024-10
47,Food,766.27,0,2024-11
47,Travel,459.76,0,2024-11
47,Leisure,613.01,0,2024-11
47,Education,613.01,0,2024-11
47,Other,613.01,0,2024-11
47,Food,766.27,0,2024-12
47,Travel,459.76,0,2024-12
47,Leisure,613.01,0,2024-12
47,Education,613.01,0,2024-12
47,Other,613.01,0,2024-12
47,Food,766.27,0,2025-01
47,Travel,459.76,0,2025-01
47,Leisure,613.01,0,2025-01
47,Education,613.01,0,2025-01
47,Other,613.01,0,2025-01
48,Food,130.27,0,2024-08
48,Travel,78.16,0,2024-08
48,Leisure,104.22,0,2024-08
48,Education,104.22,0,2024-08
48,Other,104.22,0,2024-08
48,Food,130.27,0,2024-09
48,Travel,78.16,0,2024-09
48,Leisure,104.22,0,2024-09
48,Education,104.22,0,2024-09
48,Other,104.22,0,2024-09
48,Food,130.27,0,2024-10
48,Travel,78.16,0,2024-10
48,Leisure,104.22,0,2024-10
48,Education,104.22,0,2024-10
48,Other,104.22,0,2024-10
48,Food,130.27,0,2024-11
48,Travel,78.16,0,2024-11
48,Leisure,104.22,0,2024-11
48,Education,104.22,0,2024-11
48,Other,104.22,0,2024-11
48,Food,130.27,0,2024-12
48,Travel,78.16,0,2024-12
48,Leisure,104.22,0,2024-12
48,Education,104.22,0,2024-12
48,Other,104.22,0,2024-12
48,Food,130.27,0,2025-01
48,Travel,78.16,0,2025-01
48,Leisure,104.22,0,2025-01
48,Education,104.22,0,2025-01
48,Other,104.22,0,2025-01
49,Food,37.5,0,2024-08
49,Travel,22.5,0,2024-08
49,Leisure,30.0,0,2024-08
49,Education,30.0,0,2024-08
49,Other,30.0,0,2024-08
49,Food,37.5,0,2024-09
49,Travel,22.5,0,2024-09
49,Leisure,30.0,0,2024-09
49,Education,30.0,0,2024-09
49,Other,30.0,0,2024-09
49,Food,37.5,0,2024-10
49,Travel,22.5,0,2024-10
49,Leisure,30.0,0,2024-10
49,Education,30.0,0,2024-10
49,Other,30.0,0,2024-10
49,Food,37.5,0,2024-11
49,Travel,22.5,0,2024-11
49,Leisure,30.0,0,2024-11
49,Education,30.0,0,2024-11
49,Other,30.0,0,2024-11
49,Food,37.5,0,2024-12
49,Travel,22.5,0,2024-12
49,Leisure,30.0,0,2024-12
49,Education,30.0,0,2024-12
49,Other,30.0,0,2024-12
49,Food,37.5,0,2025-01
49,Travel,22.5,0,2025-01
49,Leisure,30.0,0,2025-01
49,Education,30.0,0,2025-01
49,Other,30.0,0,2025-01
50,Food,671.46,0,2024-08
50,Travel,402.88,0,2024-08
50,Leisure,537.17,0,2024-08
50,Education,537.17,0,2024-08
50,Other,537.17,0,2024-08
50,Food,671.46,0,2024-09
50,Travel,402.88,0,2024-09
50,Leisure,537.17,0,2024-09
50,Education,537.17,0,2024-09
50,Other,537.17,0,2024-09
50,Food,671.46,0,2024-10
50,Travel,402.88,0,2024-10
50,Leisure,537.17,0,2024-10
50,Education,537.17,0,2024-10
50,Other,537.17,0,2024-10
50,Food,671.46,0,2024-11
50,Travel,402.88,0,2024-11
50,Leisure,537.17,0,2024-11
50,Education,537.17,0,2024-11
50,Other,537.17,0,2024-11
50,Food,671.46,0,2024-12
50,Travel,402.88,0,2024-12
50,Leisure,537.17,0,2024-12
50,Education,537.17,0,2024-12
50,Other,537.17,0,2024-12
50,Food,671.46,0,2025-01
50,Travel,402.88,0,2025-01
50,Leisure,537.17,0,2025-01
50,Education,537.17,0,2025-01
50,Other,537.17,0,2025-01
