user_id,month,persona,total_spend,total_income,txn_count,avg_txn,max_txn,std_txn,pct_food,pct_travel,pct_leisure,pct_education,pct_other,weekend_ratio,happy_spend_avg,happy_txn_count,sad_spend_avg,sad_txn_count,stressed_spend_avg,stressed_txn_count,neutral_spend_avg,neutral_txn_count,excited_spend_avg,excited_txn_count,dominant_mood,adherence_food,adherence_travel,adherence_leisure,adherence_education,adherence_other,overspent_any_category,overspent_food,overspent_travel,overspent_leisure,overspent_education,overspent_other,sub_count,sub_total_cost,inactive_ratio,spending_trend,debt_to_income_ratio,credit_score,savings_to_income_ratio
14,2024-08,CAUTIOUS_SAVER,888.99,2353.94,36,24.69,157.64,34.46,0.4011,0.0883,0.1265,0.2208,0.1632,0.1884,15.74,12,6.86,3,62.17,4,27.53,15,8.97,2,Neutral,0.6406,0.4938,0.4715,0.6171,0.456,0,0,0,0,0,0,2,19.98,0.0,2.02,0.0,717,5.79
14,2024-09,CAUTIOUS_SAVER,791.89,2353.94,51,15.53,161.19,23.1,0.2833,0.129,0.1238,0.2502,0.2137,0.7692,12.69,8,22.07,5,7.79,3,16.59,33,4.6,2,Neutral,0.403,0.6425,0.4108,0.6228,0.5319,0,0,0,0,0,0,2,19.98,0.0,2.02,0.0,717,5.79
14,2024-10,CAUTIOUS_SAVER,818.31,2353.94,53,15.44,43.0,11.83,0.2847,0.1047,0.1873,0.2063,0.217,0.7186,14.73,16,23.05,6,27.86,2,15.08,24,5.31,5,Neutral,0.4184,0.5385,0.6424,0.5308,0.5583,0,0,0,0,0,0,2,19.98,0.0,2.02,0.0,717,5.79
14,2024-11,CAUTIOUS_SAVER,834.89,2353.94,48,17.39,89.62,18.79,0.3425,0.1062,0.1563,0.2383,0.1568,0.6107,11.9,14,3.32,2,19.31,2,22.06,27,9.13,3,Neutral,0.5136,0.5576,0.5469,0.6253,0.4114,0,0,0,0,0,0,2,19.98,0.0,2.02,0.0,717,5.79
14,2024-12,CAUTIOUS_SAVER,902.75,2353.94,49,18.42,220.62,33.56,0.3932,0.1097,0.1361,0.1956,0.1654,0.0834,26.18,7,29.3,2,7.02,6,18.58,33,5.56,1,Neutral,0.6376,0.6227,0.5151,0.555,0.4693,0,0,0,0,0,0,2,19.98,0.0,2.02,0.0,717,5.79
14,2025-01,CAUTIOUS_SAVER,833.28,2353.94,42,19.84,115.35,20.96,0.3447,0.0932,0.1563,0.1601,0.2457,0.3703,26.53,7,11.55,5,19.85,3,15.35,24,53.97,3,Neutral,0.5159,0.4884,0.5459,0.4194,0.6436,0,0,0,0,0,0,2,19.98,0.0,2.02,0.0,717,5.79
15,2024-08,CAUTIOUS_SAVER,2838.78,6033.56,37,76.72,355.32,75.33,0.3584,0.0952,0.1276,0.2151,0.2036,1.2219,70.65,8,92.34,2,84.46,3,76.48,24,0.0,0,Neutral,0.5745,0.5341,0.4774,0.6035,0.5712,0,0,0,0,0,0,3,30.97,0.0,-1.29,0.0,701,6.61
15,2024-09,CAUTIOUS_SAVER,3050.41,6033.56,36,84.73,278.74,70.47,0.3644,0.1005,0.1586,0.1929,0.1836,0.2713,88.29,9,37.18,4,127.5,3,67.92,14,128.95,6,Neutral,0.6277,0.6057,0.6375,0.5814,0.5534,0,0,0,0,0,0,3,30.97,0.0,-1.29,0.0,701,6.61
15,2024-10,CAUTIOUS_SAVER,2657.03,6033.56,41,64.81,387.83,77.0,0.422,0.1174,0.1175,0.1549,0.1882,0.1814,73.49,13,31.1,6,56.24,2,70.73,17,66.76,3,Neutral,0.6332,0.6165,0.4113,0.4066,0.4941,0,0,0,0,0,0,3,30.97,0.0,-1.29,0.0,701,6.61
15,2024-11,CAUTIOUS_SAVER,2934.64,6033.56,34,86.31,355.25,77.08,0.3903,0.0755,0.1419,0.1708,0.2216,0.3941,58.12,8,50.78,5,89.0,2,119.46,15,61.48,4,Neutral,0.6468,0.4376,0.5485,0.4952,0.6425,0,0,0,0,0,0,3,30.97,0.0,-1.29,0.0,701,6.61
15,2024-12,CAUTIOUS_SAVER,2616.59,6033.56,30,87.22,478.68,110.75,0.4126,0.1,0.1461,0.1811,0.1602,0.3893,42.96,5,95.99,4,26.64,2,114.04,16,46.63,3,Neutral,0.6096,0.5172,0.5037,0.4684,0.4141,0,0,0,0,0,0,3,30.97,0.0,-1.29,0.0,701,6.61
15,2025-01,CAUTIOUS_SAVER,3034.54,6033.56,33,91.96,356.98,79.8,0.3521,0.1084,0.1624,0.1797,0.1975,0.1912,130.9,6,106.86,4,92.52,2,85.74,16,52.97,5,Neutral,0.6032,0.6499,0.6492,0.5389,0.5922,0,0,0,0,0,0,3,30.97,0.0,-1.29,0.0,701,6.61
16,2024-08,CAUTIOUS_SAVER,2254.89,5100.09,34,66.32,518.3,95.75,0.3886,0.0837,0.1394,0.1567,0.2315,0.3821,105.69,9,39.88,7,0.0,0,63.78,15,22.57,3,Neutral,0.6124,0.4618,0.5127,0.4323,0.6385,0,0,0,0,0,0,2,21.98,0.0,-17.51,0.0,672,8.2
16,2024-09,CAUTIOUS_SAVER,1976.83,5100.09,31,63.77,654.11,114.78,0.3309,0.1174,0.172,0.2025,0.1772,0.1197,36.05,11,35.25,4,41.15,3,111.4,11,45.18,2,Neutral,0.4572,0.5679,0.5545,0.4895,0.4284,0,0,0,0,0,0,2,21.98,0.0,-17.51,0.0,672,8.2
16,2024-10,CAUTIOUS_SAVER,2267.01,5100.09,34,66.68,758.43,132.6,0.3346,0.1069,0.1434,0.2211,0.194,0.137,26.94,6,55.91,5,33.92,2,88.09,19,42.14,2,Neutral,0.5301,0.5931,0.53,0.6131,0.538,0,0,0,0,0,0,2,21.98,0.0,-17.51,0.0,672,8.2
16,2024-11,CAUTIOUS_SAVER,2170.82,5100.09,31,70.03,307.28,71.08,0.4081,0.0943,0.1225,0.1534,0.2218,0.2491,40.22,7,61.75,3,36.39,3,96.13,16,28.42,2,Neutral,0.6192,0.5009,0.4335,0.4072,0.5888,0,0,0,0,0,0,2,21.98,0.0,-17.51,0.0,672,8.2
16,2024-12,CAUTIOUS_SAVER,2004.32,5100.09,49,40.9,214.48,45.31,0.4112,0.0924,0.1328,0.1646,0.1989,0.3783,45.99,7,25.78,5,0.0,0,45.55,30,26.69,7,Neutral,0.576,0.4532,0.4341,0.4036,0.4876,0,0,0,0,0,0,2,21.98,0.0,-17.51,0.0,672,8.2
16,2025-01,CAUTIOUS_SAVER,2135.06,5100.09,33,64.7,311.64,68.55,0.3338,0.0975,0.1798,0.1865,0.2024,0.2996,85.62,7,59.37,7,90.69,3,58.2,14,16.64,2,Neutral,0.4981,0.5094,0.626,0.4871,0.5285,0,0,0,0,0,0,2,21.98,0.0,-17.51,0.0,672,8.2
17,2024-08,CAUTIOUS_SAVER,802.94,2597.8,23,34.91,193.07,47.93,0.3251,0.1034,0.1718,0.2372,0.1625,0.2264,16.93,4,70.59,4,6.67,2,20.62,9,63.5,4,Sad,0.4991,0.5555,0.6156,0.6374,0.4368,0,0,0,0,0,0,2,39.99,0.0,-24.29,2.35,772,5.85
17,2024-09,CAUTIOUS_SAVER,807.36,2597.8,18,44.85,155.4,47.5,0.3388,0.086,0.1429,0.2387,0.1936,0.5257,15.61,2,102.46,2,11.16,1,46.47,11,24.42,2,Neutral,0.523,0.4646,0.5148,0.645,0.5232,0,0,0,0,0,0,2,39.99,0.0,-24.29,2.35,772,5.85
17,2024-10,CAUTIOUS_SAVER,712.88,2597.8,23,30.99,180.01,39.26,0.4096,0.0964,0.1317,0.1812,0.1811,0.2248,57.83,4,26.7,2,14.91,3,27.39,14,0.0,0,Neutral,0.5584,0.4601,0.419,0.4322,0.432,0,0,0,0,0,0,2,39.99,0.0,-24.29,2.35,772,5.85
17,2024-11,CAUTIOUS_SAVER,742.73,2597.8,22,33.76,140.42,34.75,0.3061,0.1127,0.1344,0.1957,0.2511,0.9215,49.53,6,8.39,2,63.8,1,30.23,12,2.18,1,Neutral,0.4347,0.5603,0.4454,0.4864,0.6242,0,0,0,0,0,0,2,39.99,0.0,-24.29,2.35,772,5.85
17,2024-12,CAUTIOUS_SAVER,717.79,2597.8,20,35.89,119.53,30.36,0.413,0.0922,0.1399,0.1708,0.1841,0.1834,20.44,6,25.16,3,0.0,0,54.88,8,26.86,3,Neutral,0.5669,0.4431,0.448,0.4102,0.4422,0,0,0,0,0,0,2,39.99,0.0,-24.29,2.35,772,5.85
17,2025-01,CAUTIOUS_SAVER,680.69,2597.8,18,37.82,212.56,49.81,0.3413,0.0927,0.1416,0.2262,0.1982,1.1763,23.9,8,6.8,1,64.36,2,26.89,4,82.13,3,Excited,0.4442,0.4223,0.4301,0.5152,0.4516,0,0,0,0,0,0,2,39.99,0.0,-24.29,2.35,772,5.85
18,2024-08,CAUTIOUS_SAVER,1662.43,3892.83,21,79.16,268.22,71.16,0.3446,0.1072,0.1151,0.2246,0.2086,0.1878,64.26,8,117.2,1,0.0,0,68.33,10,173.91,2,Neutral,0.5259,0.5726,0.4098,0.5999,0.557,0,0,0,0,0,0,2,20.98,0.0,-43.07,0.0,758,7.52
18,2024-09,CAUTIOUS_SAVER,1730.14,3892.83,29,59.66,183.5,49.8,0.3893,0.1134,0.112,0.1688,0.2164,0.4937,49.41,5,74.3,6,0.0,0,56.74,17,72.7,1,Neutral,0.6184,0.6302,0.4152,0.4692,0.6015,0,0,0,0,0,0,2,20.98,0.0,-43.07,0.0,758,7.52
18,2024-10,CAUTIOUS_SAVER,1526.31,3892.83,28,54.51,187.82,49.34,0.3184,0.0922,0.1507,0.2125,0.2262,0.3585,72.28,5,13.01,3,71.53,1,52.06,15,68.36,4,Neutral,0.4461,0.4523,0.4926,0.5211,0.5545,0,0,0,0,0,0,2,20.98,0.0,-43.07,0.0,758,7.52
18,2024-11,CAUTIOUS_SAVER,1583.62,3892.83,18,87.98,324.36,80.64,0.3547,0.1153,0.1206,0.182,0.2273,0.2027,75.46,7,129.01,3,152.27,1,71.98,5,78.12,2,Happy,0.5156,0.5869,0.4092,0.4631,0.5783,0,0,0,0,0,0,2,20.98,0.0,-43.07,0.0,758,7.52
18,2024-12,CAUTIOUS_SAVER,1591.0,3892.83,26,61.19,433.93,85.28,0.3615,0.1043,0.1254,0.2003,0.2086,0.341,17.49,6,42.4,5,110.22,2,81.05,13,0.0,0,Neutral,0.5279,0.533,0.4275,0.5118,0.5332,0,0,0,0,0,0,2,20.98,0.0,-43.07,0.0,758,7.52
18,2025-01,CAUTIOUS_SAVER,1432.99,3892.83,31,46.23,173.34,50.34,0.3552,0.1074,0.132,0.2087,0.1967,0.2968,48.1,6,46.99,7,81.2,3,38.12,15,0.0,0,Neutral,0.4673,0.4943,0.405,0.4805,0.4528,0,0,0,0,0,0,2,20.98,0.0,-43.07,0.0,758,7.52
19,2024-08,CAUTIOUS_SAVER,1919.38,4930.83,41,46.81,384.74,61.85,0.2848,0.1178,0.1557,0.2157,0.2261,1.3786,68.58,8,18.14,2,40.1,2,42.94,24,44.72,5,Neutral,0.4299,0.6227,0.5484,0.5698,0.5973,0,0,0,0,0,0,1,7.99,0.0,-7.05,0.0,799,5.16
19,2024-09,CAUTIOUS_SAVER,1823.05,4930.83,44,41.43,280.63,49.62,0.2941,0.1065,0.1634,0.2337,0.2024,0.7553,28.91,14,31.71,4,68.8,2,36.31,21,130.45,3,Neutral,0.4217,0.5343,0.5467,0.5864,0.5079,0,0,0,0,0,0,1,7.99,0.0,-7.05,0.0,799,5.16
19,2024-10,CAUTIOUS_SAVER,1832.43,4930.83,29,63.19,276.88,63.67,0.3267,0.0973,0.167,0.2152,0.1939,0.1737,118.06,6,0.0,0,19.93,2,50.72,16,54.53,5,Neutral,0.4709,0.4908,0.5615,0.5427,0.489,0,0,0,0,0,0,1,7.99,0.0,-7.05,0.0,799,5.16
19,2024-11,CAUTIOUS_SAVER,1753.31,4930.83,47,37.3,192.42,41.11,0.3998,0.0952,0.1322,0.1816,0.1912,0.4537,36.28,20,34.06,1,21.0,2,39.65,24,0.0,0,Neutral,0.5514,0.4593,0.4255,0.4382,0.4615,0,0,0,0,0,0,1,7.99,0.0,-7.05,0.0,799,5.16
19,2024-12,CAUTIOUS_SAVER,1739.16,4930.83,42,41.41,142.81,34.58,0.3265,0.0984,0.1389,0.2607,0.1755,0.2275,29.65,4,40.24,7,32.33,1,46.92,25,26.73,5,Neutral,0.4466,0.4713,0.4434,0.6242,0.4201,0,0,0,0,0,0,1,7.99,0.0,-7.05,0.0,799,5.16
19,2025-01,CAUTIOUS_SAVER,1936.17,4930.83,52,37.23,100.01,25.19,0.33,0.1211,0.1204,0.1874,0.241,0.3831,36.5,14,23.93,7,62.98,2,38.34,23,41.66,6,Neutral,0.5026,0.6456,0.428,0.4995,0.6424,0,0,0,0,0,0,1,7.99,0.0,-7.05,0.0,799,5.16
20,2024-08,CAUTIOUS_SAVER,1886.37,4387.35,31,60.85,312.69,80.41,0.3748,0.0823,0.1177,0.201,0.2241,0.1791,33.77,5,13.1,4,180.58,2,66.47,17,57.97,3,Neutral,0.6043,0.4645,0.4427,0.5672,0.6323,0,0,0,0,0,0,1,10.99,0.0,-22.94,0.0,776,6.64
20,2024-09,CAUTIOUS_SAVER,1709.71,4387.35,27,63.32,262.79,69.45,0.3716,0.0919,0.1737,0.1747,0.1881,0.1883,63.45,8,47.59,3,170.27,1,64.93,13,22.54,2,Neutral,0.5429,0.47,0.5924,0.4468,0.4809,0,0,0,0,0,0,1,10.99,0.0,-22.94,0.0,776,6.64
20,2024-10,CAUTIOUS_SAVER,1670.71,4387.35,35,47.73,224.55,55.48,0.369,0.0922,0.1287,0.2212,0.189,0.7043,71.74,5,91.89,4,0.0,0,33.59,25,104.58,1,Neutral,0.5269,0.4606,0.4287,0.5527,0.4721,0,0,0,0,0,0,1,10.99,0.0,-22.94,0.0,776,6.64
20,2024-11,CAUTIOUS_SAVER,1230.62,4387.35,19,64.77,170.36,50.49,0.417,0.1413,0.2173,0.0,0.2244,0.1291,46.51,4,88.74,2,77.43,1,63.42,11,92.06,1,Neutral,0.4386,0.5203,0.5332,0.0,0.413,0,0,0,0,0,0,1,10.99,0.0,-22.94,0.0,776,6.64
20,2024-12,CAUTIOUS_SAVER,1695.23,4387.35,34,49.86,174.77,47.71,0.2993,0.082,0.1915,0.1896,0.2376,0.211,27.68,6,46.39,5,56.14,5,49.51,17,174.77,1,Neutral,0.4336,0.4158,0.6475,0.4806,0.6025,0,0,0,0,0,0,1,10.99,0.0,-22.94,0.0,776,6.64
20,2025-01,CAUTIOUS_SAVER,1822.48,4387.35,27,67.5,471.46,103.58,0.3662,0.1082,0.151,0.19,0.1845,0.4991,14.27,3,34.0,4,79.71,1,89.67,16,43.08,3,Neutral,0.5704,0.5901,0.5489,0.5179,0.5029,0,0,0,0,0,0,1,10.99,0.0,-22.94,0.0,776,6.64
21,2024-08,WEEKEND_SPLURGER,492.16,1602.06,29,16.97,87.19,19.36,0.2617,0.2016,0.3182,0.0732,0.1454,0.9058,5.54,5,6.43,4,47.08,3,11.71,6,20.66,11,Excited,1.0718,1.0321,1.086,0.7499,0.9924,1,1,1,1,0,0,3,50.98,0.0,-3.91,3.47,547,3.86
21,2024-09,WEEKEND_SPLURGER,425.76,1602.06,22,19.35,92.82,19.8,0.218,0.164,0.3375,0.1049,0.1755,0.4434,19.11,6,28.63,1,31.58,2,11.73,5,20.08,8,Excited,0.7725,0.7266,0.9965,0.9297,1.0368,1,0,0,0,0,1,3,50.98,0.0,-3.91,3.47,547,3.86
21,2024-10,WEEKEND_SPLURGER,418.52,1602.06,30,13.95,40.33,9.94,0.2923,0.1793,0.2637,0.088,0.1767,0.5207,11.79,6,20.18,1,16.56,4,9.84,4,14.8,15,Excited,1.0181,0.7807,0.7655,0.7659,1.0259,1,1,0,0,0,1,3,50.98,0.0,-3.91,3.47,547,3.86
21,2024-11,WEEKEND_SPLURGER,457.05,1602.06,28,16.32,81.08,17.14,0.239,0.1774,0.3316,0.0901,0.1619,0.1722,13.56,7,33.51,1,6.86,1,11.01,11,25.08,8,Excited,0.9092,0.8435,1.051,0.8568,1.0266,1,0,0,1,0,1,3,50.98,0.0,-3.91,3.47,547,3.86
21,2024-12,WEEKEND_SPLURGER,418.56,1602.06,31,13.5,48.01,12.03,0.2442,0.2032,0.2827,0.1147,0.1552,0.4898,18.57,13,10.71,4,5.58,4,8.36,1,11.52,9,Happy,0.8508,0.8849,0.8205,0.999,0.9011,0,0,0,0,0,0,3,50.98,0.0,-3.91,3.47,547,3.86
21,2025-01,WEEKEND_SPLURGER,461.42,1602.06,33,13.98,76.95,17.34,0.276,0.1778,0.2867,0.1107,0.1489,1.5776,12.48,11,8.2,2,13.81,4,15.32,4,15.94,12,Excited,1.0598,0.8535,0.9174,1.0624,0.953,1,1,0,0,1,0,3,50.98,0.0,-3.91,3.47,547,3.86
22,2024-08,WEEKEND_SPLURGER,368.55,1306.19,44,8.38,36.52,8.96,0.286,0.2023,0.266,0.0804,0.1654,0.5211,12.43,9,12.64,4,4.53,3,9.4,8,5.86,20,Excited,1.0761,0.9511,0.834,0.7558,1.0367,1,1,0,0,0,1,2,18.98,0.0,-5.43,1.74,599,2.99
22,2024-09,WEEKEND_SPLURGER,370.68,1306.19,41,9.04,23.55,6.7,0.2413,0.2236,0.3221,0.0804,0.1326,0.3198,7.77,14,8.29,7,14.92,2,5.84,6,11.58,12,Excited,0.9132,1.0574,1.0156,0.7607,0.8362,1,0,1,1,0,0,2,18.98,0.0,-5.43,1.74,599,2.99
22,2024-10,WEEKEND_SPLURGER,364.36,1306.19,48,7.59,50.72,8.8,0.2682,0.1535,0.2994,0.1081,0.1708,0.6239,7.53,13,6.24,5,3.54,7,13.57,7,7.22,16,Excited,0.9976,0.7135,0.928,1.0048,1.059,1,0,0,0,1,1,2,18.98,0.0,-5.43,1.74,599,2.99
22,2024-11,WEEKEND_SPLURGER,361.95,1306.19,55,6.58,28.29,5.62,0.2789,0.1611,0.3374,0.0816,0.141,0.9019,6.48,9,5.1,7,3.71,8,6.64,10,8.18,21,Excited,1.0306,0.7442,1.0387,0.7538,0.868,1,1,0,1,0,0,2,18.98,0.0,-5.43,1.74,599,2.99
22,2024-12,WEEKEND_SPLURGER,348.16,1306.19,51,6.83,59.54,9.6,0.2138,0.1792,0.3339,0.1112,0.1619,0.4511,4.87,21,3.68,5,13.33,3,7.12,10,9.69,12,Excited,0.7599,0.7961,0.9889,0.9883,0.9587,0,0,0,0,0,0,2,18.98,0.0,-5.43,1.74,599,2.99
22,2025-01,WEEKEND_SPLURGER,344.51,1306.19,54,6.38,54.63,7.69,0.2608,0.1823,0.2875,0.0879,0.1814,0.7664,7.49,17,4.74,8,3.76,4,10.65,12,2.8,13,Neutral,0.9172,0.8015,0.8426,0.7729,1.0633,1,0,0,0,0,1,2,18.98,0.0,-5.43,1.74,599,2.99
23,2024-08,WEEKEND_SPLURGER,3838.71,5183.91,37,103.75,359.24,98.2,0.2308,0.1899,0.3473,0.0817,0.1504,0.8883,111.61,5,131.57,4,113.57,4,109.21,7,90.33,17,Excited,0.8603,0.8848,1.0789,0.7613,0.9345,1,0,0,1,0,0,3,34.97,0.0,-49.72,0.0,417,0.84
23,2024-09,WEEKEND_SPLURGER,3865.16,5183.91,22,175.69,609.97,180.68,0.2516,0.1507,0.3353,0.1143,0.148,0.7454,113.24,4,57.0,1,141.38,3,178.84,4,221.57,10,Excited,0.9446,0.7073,1.0489,1.0729,0.9261,1,0,0,1,1,0,3,34.97,0.0,-49.72,0.0,417,0.84
23,2024-10,WEEKEND_SPLURGER,3816.3,5183.91,24,159.01,691.89,172.7,0.2884,0.2122,0.2464,0.1004,0.1526,0.5789,81.54,3,91.28,3,69.64,2,227.37,8,167.45,8,Neutral,1.069,0.9829,0.761,0.9305,0.9427,1,1,0,0,0,0,3,34.97,0.0,-49.72,0.0,417,0.84
23,2024-11,WEEKEND_SPLURGER,4053.94,5183.91,24,168.91,884.48,217.89,0.2526,0.2182,0.3262,0.0894,0.1136,0.4048,34.07,5,4.09,1,280.18,4,232.41,7,161.7,7,Neutral,0.9946,1.0737,1.0702,0.8803,0.7453,1,0,1,1,0,0,3,34.97,0.0,-49.72,0.0,417,0.84
23,2024-12,WEEKEND_SPLURGER,3996.3,5183.91,23,173.75,617.69,150.14,0.2668,0.1546,0.3303,0.108,0.1403,0.0298,144.41,4,133.92,1,135.48,2,127.11,8,249.62,8,Excited,1.0356,0.7499,1.0683,1.048,0.9075,1,1,0,1,1,0,3,34.97,0.0,-49.72,0.0,417,0.84
23,2025-01,WEEKEND_SPLURGER,3364.49,5183.91,34,98.96,341.73,77.53,0.2631,0.1767,0.3063,0.125,0.1289,0.6039,63.75,9,86.95,5,341.73,1,62.14,7,131.6,12,Excited,0.8596,0.7219,0.8341,1.0211,0.7018,1,0,0,0,1,0,3,34.97,0.0,-49.72,0.0,417,0.84
24,2024-08,WEEKEND_SPLURGER,5146.23,6700.53,42,122.53,515.06,110.84,0.2315,0.1972,0.3453,0.0904,0.1356,0.5424,91.71,13,6.79,1,140.69,6,107.24,7,156.82,15,Excited,0.8593,0.915,1.0679,0.8385,0.8388,1,0,0,1,0,0,3,48.98,0.0,-73.06,0.0,675,5.95
24,2024-09,WEEKEND_SPLURGER,4623.96,6700.53,46,100.52,876.14,152.46,0.2642,0.1895,0.317,0.0907,0.1386,0.6987,147.52,15,7.04,2,54.6,6,28.77,7,116.75,16,Happy,0.8809,0.7898,0.881,0.7563,0.7706,0,0,0,0,0,0,3,48.98,0.0,-73.06,0.0,675,5.95
24,2024-10,WEEKEND_SPLURGER,5101.09,6700.53,21,242.91,629.1,169.28,0.2358,0.2318,0.2756,0.1014,0.1554,0.287,250.44,2,208.26,1,103.54,3,392.81,6,191.61,9,Neutral,0.8676,1.0659,0.845,0.9322,0.9529,1,0,1,0,0,0,3,48.98,0.0,-73.06,0.0,675,5.95
24,2024-11,WEEKEND_SPLURGER,5140.08,6700.53,30,171.34,821.29,190.31,0.2604,0.1664,0.351,0.0819,0.1401,0.3573,65.17,5,276.98,1,175.68,7,168.14,5,205.57,12,Excited,0.9654,0.7712,1.0844,0.7595,0.8659,1,0,0,1,0,0,3,48.98,0.0,-73.06,0.0,675,5.95
24,2024-12,WEEKEND_SPLURGER,4688.48,6700.53,29,161.67,629.59,160.85,0.3249,0.2131,0.3329,0.0,0.129,0.046,239.06,4,151.28,5,88.36,2,243.35,7,99.61,11,Neutral,1.0988,0.9009,0.9382,0.0,0.7268,1,1,0,0,0,0,3,48.98,0.0,-73.06,0.0,675,5.95
24,2025-01,WEEKEND_SPLURGER,4588.33,6700.53,35,131.1,523.09,130.43,0.2369,0.2561,0.2836,0.0938,0.1296,1.4297,125.57,7,158.14,2,61.86,4,141.67,7,143.59,15,Excited,0.784,1.0592,0.7821,0.7763,0.7146,1,0,1,0,0,0,3,48.98,0.0,-73.06,0.0,675,5.95
25,2024-08,WEEKEND_SPLURGER,771.37,1813.62,27,28.57,123.89,29.22,0.2559,0.1606,0.3351,0.0974,0.1509,0.501,27.8,13,0.0,0,10.57,1,14.91,6,44.29,7,Happy,0.9259,0.7263,1.0103,0.8813,0.9098,1,0,0,1,0,0,3,26.97,0.0,-1.34,0.0,728,7.84
25,2024-09,WEEKEND_SPLURGER,735.58,1813.62,23,31.98,183.43,44.73,0.2494,0.2142,0.2651,0.0896,0.1817,0.8126,43.82,4,183.43,1,35.04,3,9.24,6,24.03,9,Excited,0.8603,0.9238,0.7621,0.7728,1.0447,1,0,0,0,0,1,3,26.97,0.0,-1.34,0.0,728,7.84
25,2024-10,WEEKEND_SPLURGER,728.48,1813.62,25,29.14,137.88,38.24,0.2486,0.1893,0.3363,0.1011,0.1247,0.1465,22.17,7,25.56,4,50.92,1,12.2,4,41.26,9,Excited,0.8493,0.8083,0.9576,0.8634,0.7102,0,0,0,0,0,0,3,26.97,0.0,-1.34,0.0,728,7.84
25,2024-11,WEEKEND_SPLURGER,725.21,1813.62,33,21.98,117.96,23.97,0.29,0.2266,0.2508,0.0928,0.1398,1.1283,16.58,12,3.59,2,13.96,2,27.34,9,30.64,8,Neutral,0.9864,0.9635,0.7109,0.7888,0.7924,0,0,0,0,0,0,3,26.97,0.0,-1.34,0.0,728,7.84
25,2024-12,WEEKEND_SPLURGER,727.16,1813.62,32,22.72,72.57,17.25,0.2076,0.174,0.3589,0.0905,0.1691,1.4254,22.29,8,27.68,6,15.73,6,23.48,2,24.14,10,Excited,0.7079,0.7416,1.02,0.7714,0.961,1,0,0,1,0,0,3,26.97,0.0,-1.34,0.0,728,7.84
25,2025-01,WEEKEND_SPLURGER,767.71,1813.62,29,26.47,83.54,22.31,0.2055,0.1772,0.3296,0.1158,0.172,0.7364,33.93,11,35.86,3,0.5,1,23.86,2,19.89,12,Happy,0.7398,0.7973,0.989,1.0422,1.032,1,0,0,0,1,1,3,26.97,0.0,-1.34,0.0,728,7.84
26,2024-08,WEEKEND_SPLURGER,3078.46,4864.71,37,83.2,404.52,90.55,0.2828,0.1829,0.2868,0.1238,0.1237,0.3369,112.12,6,17.49,3,55.62,5,95.18,11,85.68,12,Neutral,0.9672,0.782,0.8173,1.0585,0.7052,1,0,0,0,1,0,3,33.97,0.0,43.9,0.0,320,6.06
26,2024-09,WEEKEND_SPLURGER,2856.2,4864.71,49,58.29,347.05,62.88,0.2468,0.1792,0.2922,0.1176,0.1642,1.1509,44.81,10,51.0,5,27.34,3,55.2,8,70.85,23,Excited,0.7831,0.7106,0.7726,0.9332,0.8686,0,0,0,0,0,0,3,33.97,0.0,43.9,0.0,320,6.06
26,2024-10,WEEKEND_SPLURGER,3207.39,4864.71,45,71.28,499.39,90.61,0.2882,0.1879,0.2707,0.0956,0.1576,0.6623,52.74,11,61.81,4,63.95,7,118.23,9,62.02,14,Neutral,1.027,0.8367,0.8038,0.8519,0.9361,1,1,0,0,0,0,3,33.97,0.0,43.9,0.0,320,6.06
26,2024-11,WEEKEND_SPLURGER,3227.86,4864.71,45,71.73,312.51,62.25,0.2648,0.1927,0.3081,0.0975,0.1368,0.8775,68.98,10,36.52,6,76.45,3,51.65,10,98.32,16,Excited,0.9497,0.8638,0.9208,0.8744,0.8178,0,0,0,0,0,0,3,33.97,0.0,43.9,0.0,320,6.06
26,2024-12,WEEKEND_SPLURGER,3474.26,4864.71,41,84.74,461.85,80.4,0.2605,0.1567,0.3256,0.0927,0.1644,0.5454,92.82,12,49.02,3,60.35,7,105.96,13,68.9,6,Neutral,1.0054,0.756,1.0474,0.895,1.0578,1,1,0,1,0,1,3,33.97,0.0,43.9,0.0,320,6.06
26,2025-01,WEEKEND_SPLURGER,3010.8,4864.71,41,73.43,272.41,64.93,0.2601,0.1696,0.2897,0.1096,0.171,0.6036,56.3,9,78.48,6,81.43,3,72.58,13,84.53,10,Neutral,0.8701,0.709,0.8075,0.9166,0.9534,0,0,0,0,0,0,3,33.97,0.0,43.9,0.0,320,6.06
27,2024-08,WEEKEND_SPLURGER,1626.77,2934.89,56,29.05,157.98,31.06,0.2031,0.2223,0.3527,0.0979,0.124,0.7016,21.57,12,8.53,2,59.87,4,22.82,18,35.04,20,Excited,0.7557,1.034,1.0938,0.9103,0.7687,1,0,1,1,0,0,1,9.99,0.0,-21.14,0.0,684,3.46
27,2024-09,WEEKEND_SPLURGER,1449.12,2934.89,55,26.35,158.14,26.08,0.2134,0.2572,0.2705,0.1123,0.1466,0.8228,40.28,8,17.19,2,17.81,7,25.04,15,25.75,23,Excited,0.7073,1.0658,0.7471,0.9306,0.8096,1,0,1,0,0,0,1,9.99,0.0,-21.14,0.0,684,3.46
